model,checkpoint_path,checkpoint_step,benchmark,pair_scope,target,probability,matching_fields,differing_fields,left_index,right_index,left_givenname,right_givenname,left_surname,right_surname,left_suburb,right_suburb,left_postcode,right_postcode,left_fullname,right_fullname,left_email,right_email,left_phone,right_phone,left_addr,right_addr,left_dob,right_dob,left_census_year,right_census_year,left_full_name,right_full_name,left_first_name,right_first_name,left_middle_name,right_middle_name,left_patronym,right_patronym,left_birthyear,right_birthyear,left_sex,right_sex,left_status,right_status,left_marriagestatus,right_marriagestatus,left_farm,right_farm,left_county,right_county,left_parish,right_parish,left_district,right_district,left_title,right_title,left_authors,right_authors,left_venue,right_venue,left_year,right_year,left_name,right_name,left_city,right_city,left_type,right_type,left_brand,right_brand,left_modelno,right_modelno,left_category,right_category,left_price,right_price,left_description,right_description,left_manufacturer,right_manufacturer,left_price_text,right_price_text,left_price_numeric,right_price_numeric
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.99998856,1,"title, description, price_text, price_numeric",578,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kaplan sat/act/psat platinum 2007 win/mac,kaplan sat/act/psat gold 2007 win/mac,,,,,,,,,,,,,,,,,,,,,kaplan has helped more than 3 million students score higher on admission exams and get into the nation's top colleges and universities. kaplan's effective program of practice review and test-taking strategies has made higher score sat act psat the bestselling test prep software brand. you wil score higher. completely redesigned for the new sat changes to the sat for 2006: verbal section renamed critical reading elimination of verbal section analogy questions paragraph-length critical reasoning questions added to the critical reading section algebra ii material added to the math section quantitative comparisons eliminated from the math section new 2-part writing section featuring essay & multiple-choice sub-sections new 2400 perfect sat score (800 per critical reading math & writing sections) essential review offers a critical second look at exam sub-sections providing supplemental strategies and study materials. kaplan guidebooks: straight talk about paying for college parent's guide to college admissions,sat act and psat 2007 gold,topics entertainment,topics entertainment,49.99,29.99,49.99,29.99
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.99998844,1,"title, description, price_text, price_numeric",507,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encore software 11253 - brain food games: cranium collection 2006 sb cs by encore,encore software 11252 - brain food games: cranium collection 2006 - win 98 me 2000 xp,,,,,,,,,,,,,,,,,,,,,encore software 11253 : brain food games: cranium collection 2006 sb cs by encore - 11253,encore software 11252 : brain food games cranium collection is back and better than ever! new content new games to train your brain for maximum efficiency! system requirements: windows 2000 sp4/xp (home& pro) sp2³ pentium iii 450 mhz processor or ...,,,17.97,18.97,17.97,18.97
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.9999882,1,"title, description, price_text, price_numeric",18,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ulead videostudio 11,ulead videostudio 11 plus,,,,,,,,,,,,,,,,,,,,,ulead videostudio 11 is an all-in-one solution for producing professional-looking videos sideshows and dvds with dolby digital sound. more than just an upgrade of the previous version this works with windows vista certified software makes a quantum leap forward in offer new users of movie editing software some of the industry's most professional easiest-to-use editing features. videostudio 11 offers an easy step-by-step workflow that lets you spend your time being creative rather than learning technical editing. with timesaving template-based wizards and powerful hands-on tools it will let you express your creativity without the hassle of confusing software interfaces or processes. find out which version of videostudio is right for you. view comparison chart. view larger. videostudio lets you create movies in three easy steps. imagine the movies you'll make widely regarded for its powerful features and unmatched ease of use videostudio now includes the industry's first avchd editing solution enhanced dv-to-dvd wizard and movie wizard features more title/subtitle and overlay tools and a host of quick-fix solutions for common video problems including automatic color/tone correction. the movie wizard is ideal for users new to video editing. you can select from several attractive themes and let auto-editing create a professional opening sequence for you and in three easy steps you'll have a complete movie ready to share with the world. features that set videostudio 11 apart from the competition include the new mpeg optimizer. an industry first the mpeg optimizer helps users choose the best mpeg settings for rendering video when combining clips in multiple formats. it analyzes the bitrates of all clips on the timeline and suggests encoding settings to ensure the least re-rendering for the best quality and speed. users can also now safely pause rendering at any time when they need to do something that requires more pc resources. videostudio 11 supports all popular formats including standard and high-definition video images and audio. video can be captured from virtually any video source: dv camcorders (including hdv and avchd camcorders) hard drive camcorders (mod file format) usb camcorder devices mobile phones set-top dvd recorders digital and analog tv tuners vcrs and webcams. with the convenient dv-to-dvd wizard you will have the fastest and easiest way to convert dv from your camcorder to a dvd. videostudio 11 includes complete dvd authoring functionality which will let you create both dvds and hd-dvds with multimedia menus in just a few clicks. just hook up your camcorder and choose the clips you want. in just two steps you have a finished dvd complete with menus titles transitions and music. if you're a more advanced user you have the option of customizing and creating powerful and exciting dvd menus that include corel's smartscene technology bringing true interactivity to dvd menus. professional filtering and authoring features whether your using clips taken from the web or from old vhs tapes videstudio has you covered. already equipped with an anti-shake filter and enhance lighting filter the software now offers several new filtering features that set a new standard in quality. based on new image correction algorithms the new auto color and tone feature auto-corrects the color and tone of videos recorded in low light or less-than-perfect white balance conditions. a deblock filter has been added to clean up videos with blocky compression artifacts such as those downloaded from the web while a new desnow filter reduces noise found in video digitized from analog sources such as vhs tapes. when it's time to create menus and prepare your movie for distribution videostudio will give you all the professional tools you need. you can create fully-interactive dvd motion menus and submenus including 16:9 widescreen. you can also customize menus by resizing and positioning buttons and apply menu transitions that segue smoothly between menus and dvd content. the software's menu filters will also allow you to create movement even on static menus for professional-looking dvds. videostudio also has a full array of output templates for creating video for ipod psp zune smartphones pdas and other portable devices. with the included intervideo windvd player you can also share your standard and high-definition video (avchd mpeg-2 hd/wmv-hd) directly from your computer giving you the flexibility you need to review and share your movies.,ulead videostudio 11 plus is a complete end-to-end hd dvd solution and video editing and dvd authoring software for anyone who wants to easily produce professional-looking videos slide shows and dvds. this editing software lets you capture video from the latest hd camcorders and create amazing high-definition dvds. with timesaving template-based wizards and powerful hands-on tools it will let you express your creativity without the hassle of confusing software interfaces or processes. find out which version of videostudio is right for you. view comparison chart. view larger. burn hd dvd authored projects or folders to hd dvd-r or dvd discs. advanced movie wizard templates let you make movies in three easy steps. preview window for overlays show original overlay image. imagine the movies you'll make the videostudio plus editor gives you all the tools you need to produce professional quality movies. an easy step-by-step workflow lets you spend your time being creative rather than learning technical editing. the movie wizard is ideal for users new to video editing. you can select from several attractive themes and let auto-editing create a professional opening sequence for you and in three easy steps you'll have a complete movie ready to share with the world. you'll be amazed with the range of high-quality features you can choose from to enhance your movie. just hook up your camcorder and choose the clips you want. thanks to the dv-to-dvd wizard in just two steps you'll have a finished dvd complete with menus titles transitions and music. then with a single click you can turn your two-channel stereo sound track creation into an immersive dolby digital 5.1 surround sound experience that's ready for the multiplexes. the program's high-definition authoring technology lets you author hd dvd discs with crisp professional 16:9 high-definition menus. you can switch between 4:3 and 16:9 authoring modes and between standard and high-definition output at any time. easy-to-use menu templates give a professional polish to your production and a timeline chapter point bar enables you to add title chapter points directly to the timeline for a more intuitive way to set the dvd organization. even if you're working on a mid-range machine videostudio plus's purehd editing with smart proxy and purehd authoring and output features make it easy to work in hd from capturing and editing hd video and authoring hd menus to burning hd dvd discs. videostudio lets you burn dvd projects to hd dvd-r and -rw discs record your finished video back to tape for viewing directly from the camcorder create wmv-hd and mpeg-2 hd to play on media center pcs or new high-definition playback devices and much more. enhanced movie wizard for superior creations with videostudio plus's advanced movie wizard templates the movies you can create will be limited only by your imagination. you can create exciting movie-style openings using your video clips in multiple animated frames and it's easy to personalize your videos with your own background music and titles. the program's split by scene feature automatically detects scene changes in your video while you are capturing or in clips already captured and in the library. smart pan and zoom automatically recognizes faces in photos and creates dynamic slide shows. you can also scan your dv tape to generate a thumbnail list of all your clips and then select and batch capture only the clips you want. videostudio plus can also help you to create professional quality titles subtitles and menus. the program supports the unicode character set to simplify multi-language titles. you can create multiple titles that appear at the same time position format and animate each title independently and even edit titles on-screen mixing fonts character sizes and colors. for special title effects you can apply text backdrops with solid or color gradients and transparency animate titles in any of 8 motion styles and even rotate titles directly in the preview window to any angle you like. when it's time to put the finishing touches on your menus you'll have access to tools that will create menu transitions just like blockbuster hollywood dvds. you can set menu-in and menu-out transitions to smoothly go into the next title or menus. you'll have your choice from a wide range of menu options from traditional-style menus with motion buttons to slick-looking menus with text-only buttons. motion filters can create movement even on static menus giving you the ability to select an image for a background and bring it to life with ripples spotlight effects or pan and zooms. best of all you can preview menu behavior at any time in the authoring process. the most complete video solution by supporting all popular formats videostudio plus lets you work with standard and high-definition video images and audio from virtually any video source including dv dvd hdv and avchd camcorders mobile phones web cams and more. the software's comprehensive output options let you save your final video in most popular video formats and the batch convert process saves time when you need to change multiple video files from one format to another. among the devices you can create for are virtually any handheld device including apple ipod sony psp zune nokia mobile phones pdas and other portable devices. you can even compress short movies into email-friendly versions and send them directly from the program. videostudio also comes several bonus features including intervideo windvd8 (silver) a great software dvd player that plays back any video and audio files including avchdl; neptune mediashare which provides you with space on the web where you can share movies with your family and friends; and movie screensaver which creates windows screen savers based on your favorite slide show or video clips complete with music.,corel,corel,89.99,129.99,89.99,129.99
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.9999882,4,title,131,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adobe indesign cs3 for mac upgrade,adobe indesign cs3 for mac upgrade from pagemaker,,,,,,,,,,,,,,,,,,,,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,,,205.99,205.99,205.99,205.99
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.9999882,1,"title, description, price_text, price_numeric",755,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mavis beacon teaches typing deluxe v17,mavis beacon teaches typing 17 standard,,,,,,,,,,,,,,,,,,,,,mavis beacon teaches typing 17 deluxe brings back the classic typing tutorial. let mavis beacon monitor your typing skills as you complete the wide range of lessons and exercises included here. the software monitors your progress flagging your weak spots and offering challenging lessons to help you improve your keyboard skills. download lessons to your palm pilot for easy portable practice sessions straighten up your keyboarding skills -- correct your posture and physical alignment with ergonomic evaluation videos includes bonus software - perfect and update your résumé with the print shop resume pro for pc,for the past 12 years in a row mavis beacon teaches typing has been the best-selling typing tutorial on the market and has garnered over 15 prestigious awards including the teacher's choice and parent's choice awards. with the mavis beacon teaches typing 17 that tradition is certain to continue with several new and advanced performance-based programs that adjust to your skill level and provide instant feedback on every exercise. polish your typing skills to finish work faster and put yourself on the path to maximum productivity and higher salaries. view larger. exercise your typing fingers with more than 188 practice lessons and 91 custom lessons. view larger. with the information technology economy expanding with no end in sight keeping up with your typing skills is more important than ever. knowing how to type fast and accurately is not a job for just secretaries and data entry personnel any more; writers web developers and professionals in all fields can improve their income potential and value by optimizing their typing speed and accuracy. mavis beacon teaches typing 17 helps you to exercise your typing fingers with more than 188 practice lessons and 91 custom lessons. a truly interactive program mavis beacon teaches typing 17 analyzes your typing patterns and helps you to eliminate bad habits. and to customize your learning experience the software lets you choose the user profile that best suits your abilities including a special kids and teens profile. to help keep young typists motivated the program has 10 arcade-style games that make practicing fun. and now that text messaging has become a staple of modern life typing is no longer limited to the qwerty keyboard! mavis beacon offers practice in both text messaging including the use of truly gr8 shortcuts that will increase your messaging sklz and make you extremely :>). the software also has exercises designed to improve your html coding. an enhanced user interface is compatible with wide screen laptops and leaves your desktop more accessible even while the program is running. and to make typing as fun as possible you can even jazz up your lessons by importing your own mp3 files to listen to while you practice.,encore software,encore software,39.99,19.99,39.99,19.99
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.9999881,3,"title, description",154,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reel deal casino quest (win 95 98 me 2000 xp),reel deal casino championship edition (win 98 me nt 2000 xp),,,,,,,,,,,,,,,,,,,,,reel deal casino quest! brings the high-paced fast action of a los vegas casino right to your pc move your character through the bustling casino to explore every corner and every game. enter tournaments to achieve master status of each game and ...,reel deal casino championship edition offers players the widest variety of casino styled games ever; adding 5 new hot games including shuffle master's popular 4-card poker. phantom efx's championship edition focuses on action packed ...,,,19.95,19.95,19.95,19.95
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.9999881,3,"title, description",284,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple garageband jam pack: world music,apple garageband jam pack: rhythm section,,,,,,,,,,,,,,,,,,,,,garageband jam pack: world music lets you assemble intriguing musical compositions from 300 apple loops from nearly every corner of the globe. rare and exotic instruments from asia africa the middle east india europe the united kingdom south and central america cuba and jamaica are all at your fingertips. over 3000 apple loops and 40 software instruments add exotic flavor to your garageband compositions or add creative flair to projects in imovie idvd and iphoto. this is an auxiliary pack for owners of garageband (or logic express 7 or logic pro) software,with apple's garageband jam pack 3: rhythm section you'll create beats that sound like they'll be international hits. work with an impressive array of drum kits percussion basses guitars and other essential instruments. build unique tracks with loops for rock blues jazz and country songs. fo undation elements include more than 1000 loops of drum beats and fills and 1000 more bass lines guitar and keyboard riffs and chord progressions. from modern rock beats to country shuffles to pop grooves from around the world jam pack 3: rhythm section gives you core elements to help construct your songs.,apple,apple,99,99,99.0,99.0
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.9999881,3,"title, description",557,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumpstart advanced preschool v2.0,jumpstart advanced 3rd grade v2.0,,,,,,,,,,,,,,,,,,,,,jumpstart advanced preschool is the complete get ready for school program. now including jumpstart toddlers it delivers more fun and engaging activities than ever in this 4-cd set. students learn: patterns upper case letters lower case letters number recognition spatial awareness counting quantities colors shapes sizes,jumpstart advanced 3rd grade has more fun and enriching learning activities to prepare children for 3rd grade. these premium features and extensive content is designed to teach children at a pace that's just right for them. the fun games and exercises keep kids engaged and learning for hours. the software adapts to individual children's learning styles helping them learn more about everything from spelling and arithmetic. subjects include: thinking skills - problem solving & critical thinking,knowledge adventure,knowledge adventure,19.99,19.99,19.99,19.99
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,amazon_google_price_both,cross_source,False,0.99998784,3,"title, description",291,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fogware hyb places dvd,fogware hyb history dvd,,,,,,,,,,,,,,,,,,,,,macintosh: dvd drive sound card & system no installation required windows: win 2000 xp with minimum memory of 128 megbytes dvd drive sound card & system no installation required,windows: windows 2000 xp 128 mb ram dvd drive sound card microphone for recording macintosh: os x dvd drive sound card,,,21.99,21.99,21.99,21.99
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9996604,2,"surname, postcode",470,726,james,james,monson,carrothers,fayetteville,fayetteville,28304,28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9996604,2,"surname, postcode",470,727,james,james,monson,carrothers,fayetteville,fayetteville,28304,28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9996604,2,"surname, postcode",470,728,james,james,monson,carrothers,fayetteville,fayetteville,28304,28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99953246,2,"givenname, surname",209,407,mar9aret,benjam:n,knowlea,woplston,hertford,hertford,27944,27944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9993691,1,"surname, suburb, postcode",470,729,james,james,monson,carrothers,fayetteville,fayettevville,28304,28309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99871385,1,"givenname, surname, suburb",369,700,cletus,lija,ridenhour,welch,concord,conkord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99871385,1,"givenname, surname, suburb",370,700,cletus,lija,ridenhour,welch,concord,conkord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99871385,1,"givenname, surname, suburb",371,700,cletus,lija,ridenhour,welch,concord,conkord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9985495,2,"givenname, surname",172,457,jusy,joseph,porvter,taylor,huntersville,huntersville,28078,28078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9985495,2,"givenname, surname",172,458,jusy,joseph,porvter,taylor,huntersville,huntersville,28078,28078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99704176,0,"givenname, surname, suburb, postcode",641,762,juy,amoty,hunt,browm,lumberzon,roanoke rapids,28358,27870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99696845,2,"givenname, surname",369,698,cletus,lisa,ridenhour,welch,concord,concord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99696845,2,"givenname, surname",369,699,cletus,lisa,ridenhour,welch,concord,concord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99696845,2,"givenname, surname",370,698,cletus,lisa,ridenhour,welch,concord,concord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99696845,2,"givenname, surname",370,699,cletus,lisa,ridenhour,welch,concord,concord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99696845,2,"givenname, surname",371,698,cletus,lisa,ridenhour,welch,concord,concord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.99696845,2,"givenname, surname",371,699,cletus,lisa,ridenhour,welch,concord,concord,28025,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9967313,3,surname,469,726,james,james,monzon,carrothers,fayetteville,fayetteville,28301,28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9967313,3,surname,469,727,james,james,monzon,carrothers,fayetteville,fayetteville,28301,28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_shared,all_pairs,False,0.9967313,3,surname,469,728,james,james,monzon,carrothers,fayetteville,fayetteville,28301,28301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9995316,1,"surname, suburb, postcode",145,486,james,james,pricge,vanzile,high point,cary,2726z,27519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9995316,1,"surname, suburb, postcode",145,487,james,james,pricge,vanzile,high point,cary,2726z,27519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9995316,1,"surname, suburb, postcode",145,488,james,james,pricge,vanzile,high point,cary,2726z,27519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9995316,1,"surname, suburb, postcode",145,489,james,james,pricge,vanzile,high point,cary,2726z,27519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9991074,1,"givenname, surname, postcode",297,465,char|es,chris6ina,li,earley,swannanoa,swannanoa,28778,28718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9990357,0,"givenname, surname, suburb, postcode",493,716,sarah,geno,grebory,dudley,ashevilje,charl0tte,28803,2826g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.99887925,1,"givenname, surname, postcode",446,574,kwitlin,kamerelle,slavin5ky,gibbs,greenville,greenville,27858,27834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.99887925,1,"givenname, surname, postcode",446,575,kwitlin,kamerelle,slavin5ky,gibbs,greenville,greenville,27858,27834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.99887925,1,"givenname, surname, postcode",446,576,kwitlin,kamerelle,slavin5ky,gibbs,greenville,greenville,27858,27834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9985,0,"givenname, surname, suburb, postcode",54,832,cynth'la,shuwanda,cool<,newkirk,new bern,raligh,28562,2761o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.99847764,0,"givenname, surname, suburb, postcode",584,832,jerr,shuwanda,mashburn,newkirk,cartage,raligh,28327,2761o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.99803096,1,"givenname, surname, postcode",394,775,tereaa,ernezt,furches,floys,winston salem,winston salem,271z7,27107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9978992,0,"givenname, surname, suburb, postcode",266,832,jordwn,shuwanda,tait,newkirk,charl0tte,raligh,28202,2761o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_wag,results/model_checkpoints/20260721_200947_seed1337_bda60282_best_step1500.pt,1500,nc_voters_changed,all_pairs,False,0.9978344,1,"givenname, surname, postcode",717,832,kristem,shuwanda,lemke,newkirk,raligh,raligh,27614,2761o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
